amfi_code,date,nav,daily_return,rolling_volatility,rolling_sharpe
100016,2022-03-25,532.3194,-0.0015172707957915588,0.011722093572202311,1.4254214987206242
100016,2022-03-28,537.8012,0.010297952695317969,0.011621362799536353,2.375688756847794
100016,2022-03-29,544.965,0.013320535543617229,0.011710210420967012,3.208359313499358
100016,2022-03-30,546.3002,0.002450065600543061,0.01170452373209557,3.1145529630794844
100016,2022-03-31,542.5392,-0.006884493177926609,0.011389846271975776,1.988653762536365
100016,2022-04-01,531.285,-0.020743570234187825,0.012100265011121185,0.9954550133330854
100016,2022-04-04,534.7762,0.006571237659636742,0.012112323545132348,1.0305309487399505
100016,2022-04-05,531.2213,-0.006647453645094892,0.012191361776327231,0.7538775072753622
100016,2022-04-06,532.3217,0.002071453083676955,0.011767472054758563,0.07369774829012095
100016,2022-04-07,526.7582,-0.010451386821164643,0.011601272411346219,0.2723148406015362
100016,2022-04-08,525.7986,-0.0018217087080941718,0.01160730041954666,0.12753086063646404
100016,2022-04-11,526.2264,0.0008136195113490619,0.011298736712887919,0.811896851601308
100016,2022-04-12,527.7466,0.0028888706457903535,0.010495002959939038,2.096613367584974
100016,2022-04-13,522.8529,-0.009272821463937375,0.010677071114301542,1.4454760101002773
100016,2022-04-14,528.6739,0.011133150452067975,0.010829176603823225,1.8837828230185878
100016,2022-04-15,526.1696,-0.004736946537364672,0.010871564522919657,1.7429377186008184
100016,2022-04-18,518.7241,-0.014150380409662433,0.011235977779221105,1.0398205948360932
100016,2022-04-19,518.493,-0.0004455162195085016,0.009989546778810853,-0.34947245432242463
100016,2022-04-20,518.9178,0.000819297463996671,0.009984639418744234,-0.2129737770674818
100016,2022-04-21,519.9214,0.0019340250035746465,0.009948160616458243,-0.3782958092268734
100016,2022-04-22,526.4763,0.012607482592561281,0.010155068438418409,0.5571687702160519
100016,2022-04-25,525.6507,-0.001568161757708797,0.010151212280747803,0.3127727422774128
100016,2022-04-26,525.3674,-0.0005389510562814337,0.010145755126071939,0.3674454259320593
100016,2022-04-27,520.5493,-0.009170915439366767,0.01027955165248082,0.05014253117642974
100016,2022-04-28,524.6005,0.007782548165947034,0.009911295584036915,-0.4238184839824118
100016,2022-04-29,525.7251,0.002143726511888655,0.00970355063371854,-0.9135052137304055
100016,2022-05-02,524.0515,-0.0031834127759925446,0.00970961259093602,-1.1803453893814086
100016,2022-05-03,515.5881,-0.016149939462056673,0.009492427761735745,-1.0144406830679797
100016,2022-05-04,522.4674,0.013342627574220556,0.009802581175242783,-0.118272495930622
100016,2022-05-05,517.1078,-0.01025824769162631,0.008820726086377765,-2.225768274876795
100016,2022-05-06,514.6837,-0.004687803974335658,0.00884635637506419,-2.408967019154767
100016,2022-05-09,516.5793,0.0036830387284461086,0.008632722804162916,-2.874048520976588
100016,2022-05-10,511.4204,-0.009986656453326748,0.008313990082544711,-4.467634745189181
100016,2022-05-11,504.9889,-0.012575759590348734,0.00848245005258733,-5.3162458987785035
100016,2022-05-12,495.8735,-0.018050693787526884,0.00891183358217995,-5.723108248580741
100016,2022-05-13,499.2941,0.006898130269111125,0.008424887863224133,-4.3177755959947275
100016,2022-05-16,497.1556,-0.004283046805479973,0.008274333504673576,-5.090479210425917
100016,2022-05-17,510.4206,0.02668178735188742,0.00978360310552934,-2.5025694326176366
100016,2022-05-18,506.2251,-0.008219691760089631,0.009842122112526762,-3.040981174905082
100016,2022-05-19,502.3871,-0.007581607470668716,0.009767061671124585,-2.9088752099823183
100016,2022-05-20,500.1462,-0.004460504658658548,0.00978163388134258,-3.04729082076205
100016,2022-05-23,501.4785,0.0026638210987106614,0.009803314178280361,-2.9406839319137354
100016,2022-05-24,499.6609,-0.0036244824055268188,0.00977351197767492,-3.30229205553591
100016,2022-05-25,502.6257,0.005933624183921404,0.009765576831174785,-2.4810102542355748
100016,2022-05-26,498.5637,-0.008081560493225948,0.00955193671414827,-3.6009415285143804
100016,2022-05-27,492.78,-0.011600724240453109,0.009703020998120392,-3.919185104355093
100016,2022-05-30,485.277,-0.01522586143918181,0.009750803717514614,-3.9583430812502627
100016,2022-05-31,476.0989,-0.018913115602016917,0.010210085194556772,-4.73739058645049
100016,2022-06-01,474.1732,-0.004044747845458163,0.010189408764677454,-4.999600419904924
100016,2022-06-02,473.1602,-0.002136350177530111,0.010149136232117589,-5.231658263175403
100016,2022-06-03,470.7754,-0.005040153419497262,0.00971004829529019,-6.429943678689383
100016,2022-06-06,476.2119,0.011547969583797224,0.0100958072580846,-5.496802573469628
100016,2022-06-07,481.6458,0.011410676633658134,0.010435964092175261,-4.711736285953937
100016,2022-06-08,480.4735,-0.002433946273381782,0.010367284176083126,-4.399092464015383
100016,2022-06-09,473.1759,-0.015188350658256855,0.01042101277107869,-5.542810482654089
100016,2022-06-10,471.0598,-0.004472121255541528,0.010369950829973447,-5.907692081936363
100016,2022-06-13,468.8163,-0.004762664952517648,0.010371764938503825,-5.987229606513822
100016,2022-06-14,466.3477,-0.005265601899933969,0.010106551106625587,-5.574472185636783
100016,2022-06-15,463.7261,-0.005621556619663792,0.009611222339166357,-6.905842850494912
100016,2022-06-16,461.2993,-0.0052332616171484325,0.009540537951341261,-6.678304588428935
100016,2022-06-17,459.9666,-0.0028890137054186082,0.009540130422571113,-6.578818659079124
100016,2022-06-20,457.6317,-0.005076238144247847,0.0094400291061955,-7.1395713858347705
100016,2022-06-21,458.7099,0.002356043080057546,0.009438527861100394,-6.448740724111087
100016,2022-06-22,460.4075,0.003700813956707849,0.00937094493439685,-5.5761576019276475
100016,2022-06-23,456.9604,-0.0074870630908489,0.008977418664223287,-5.197943821655566
100016,2022-06-24,462.3501,0.011794676300178386,0.009199362288588793,-4.79088744211191
100016,2022-06-27,458.6076,-0.008094515389960977,0.00925074928235686,-4.982293591356504
100016,2022-06-28,452.344,-0.013657863498119038,0.007630829932082418,-8.837267543608846
100016,2022-06-29,454.0998,0.0038815591673593275,0.007718875045728335,-7.906891253797728
100016,2022-06-30,451.0707,-0.006670560083928745,0.007704394705707802,-7.859179979419592
100016,2022-07-01,452.584,0.0033549064481466218,0.007804254990627688,-7.228710217173462
100016,2022-07-04,443.3196,-0.020470012196630916,0.008320892397689687,-8.251034680061451
100016,2022-07-05,449.0289,0.01287851924435568,0.008878016635774132,-6.749638635570841
100016,2022-07-06,451.9322,0.006465730824897875,0.00889805724076354,-6.7027934423970885
100016,2022-07-07,446.2213,-0.012636630007775596,0.009017015953305738,-6.881673080409357
100016,2022-07-08,440.6669,-0.012447635287692438,0.009044048382686166,-6.91065510815416
100016,2022-07-11,447.4448,0.01538100547147958,0.00941530358474361,-4.918021717105588
100016,2022-07-12,444.7739,-0.0059692279360492595,0.008928772559182065,-4.418905923394267
100016,2022-07-13,441.7416,-0.006817621267794727,0.008962521233369233,-4.565977762658935
100016,2022-07-14,433.2246,-0.019280502447584724,0.009481935758066178,-5.272605361780718
100016,2022-07-15,432.1093,-0.00257441521095525,0.009473350728745543,-5.139655512879877
100016,2022-07-18,431.4649,-0.0014912893566512153,0.009083002740373745,-6.120166224187957
100016,2022-07-19,434.4201,0.006849224583506119,0.008864785946091512,-6.543099910926248
100016,2022-07-20,429.3142,-0.011753369606977149,0.00899228591689585,-6.998727133069398
100016,2022-07-21,423.8151,-0.012809033570285067,0.008897519636954955,-6.931767693745311
100016,2022-07-22,425.7236,0.004503142997972498,0.00901820811280019,-6.312371041862755
100016,2022-07-25,429.7419,0.009438753219224827,0.009308367798112423,-5.3082981531282725
100016,2022-07-26,424.047,-0.013251907714839861,0.009492082083616205,-5.65076733797002
100016,2022-07-27,428.3319,0.010104776121514725,0.009779131037247707,-4.633944891543312
100016,2022-07-28,428.6948,0.0008472401892083425,0.009785611473018421,-4.302077116452424
100016,2022-07-29,433.0659,0.010196298158970052,0.010050820971114045,-3.499650335577414
100016,2022-08-01,433.0211,-0.00010344845899901145,0.010038617048349404,-3.241781797409987
100016,2022-08-02,423.7137,-0.021494102712315777,0.010625997589829466,-4.250266060815486
100016,2022-08-03,423.3646,-0.0008239053870573443,0.010565610466118973,-4.501166638506756
100016,2022-08-04,427.5619,0.009914149647844761,0.010771543494450624,-3.5602805746277086
100016,2022-08-05,424.424,-0.0073390542983367,0.010479415262601221,-4.625671796627823
100016,2022-08-08,423.1925,-0.0029015795525229038,0.010431650518271687,-4.383437902299123
100016,2022-08-09,422.7537,-0.001036880379496341,0.010223683632967034,-3.8193763755377628
100016,2022-08-10,412.293,-0.024744195024194893,0.010946613065889055,-4.950884876355884
100016,2022-08-11,418.6311,0.015372805262277023,0.011431643424429335,-3.7204771827768104
100016,2022-08-12,415.5307,-0.0074060431726166165,0.011412962036957946,-4.2254874483549
100016,2022-08-15,417.6036,0.004988560412022336,0.010990942031623496,-3.1620508382526444
100016,2022-08-16,417.4997,-0.00024880053716003214,0.010636595587926921,-3.9204500936516817
100016,2022-08-17,422.3739,0.011674738927956119,0.010826606388200362,-3.5970545865290364
100016,2022-08-18,424.1079,0.004105367306076468,0.010700597144916325,-2.8115124314273157
100016,2022-08-19,423.4485,-0.0015547930137588262,0.010504132904397874,-2.315365939529313
100016,2022-08-22,420.3416,-0.007337137810146888,0.010072033395836184,-3.6082309894464055
100016,2022-08-23,423.5281,0.007580739094108058,0.010192452831657319,-2.862142695230666
100016,2022-08-24,416.803,-0.015878757513373976,0.010483133237658928,-3.2401531363624803
100016,2022-08-25,419.4003,0.006231481059397304,0.010048847096494397,-2.036779351907474
100016,2022-08-26,415.5691,-0.009134948162888845,0.010154415835907038,-2.3574760375419457
100016,2022-08-29,420.401,0.011627187873208156,0.010422590941092139,-1.6307985642379987
100016,2022-08-30,421.2166,0.0019400524737096525,0.010336327076827374,-1.895725232558585
100016,2022-08-31,423.8348,0.006215804410367287,0.010210158145371906,-0.9878831223652326
100016,2022-09-01,424.3603,0.001239869873828292,0.009938890764572933,-0.26687706204508554
100016,2022-09-02,418.068,-0.014827730115187565,0.010264274236013561,-1.2549741216649755
100016,2022-09-05,415.1206,-0.007050049274280656,0.010151611521231731,-2.1283766288432013
100016,2022-09-06,417.805,0.006466554538608671,0.00997470678233305,-1.1200753544781383
100016,2022-09-07,418.6355,0.001987769413960949,0.00978697044222177,-1.5804215976779779
100016,2022-09-08,423.2368,0.01099118445521241,0.010015422666640414,-1.0084315990112787
100016,2022-09-09,424.9639,0.004080694306355159,0.009853698618730339,-1.3533945569784285
100016,2022-09-12,421.5737,-0.007977618804797415,0.009944957112262834,-1.7599433745472883
100016,2022-09-13,418.8403,-0.006483801053054239,0.009221511479766022,-1.0366908225367442
100016,2022-09-14,419.437,0.0014246480102320103,0.00922661530227526,-0.9071618819038901
100016,2022-09-15,411.1759,-0.019695687314185473,0.009672638363416832,-2.485163384653194
100016,2022-09-16,417.5046,0.015391709484918747,0.010062172917829444,-1.1935888178054226
100016,2022-09-19,419.3505,0.004421268651890298,0.010090651417688515,-0.8062125717448171
100016,2022-09-20,424.1319,0.011401917965997432,0.01031055614681126,-0.15064334084285683
100016,2022-09-21,418.4765,-0.013334059522521091,0.00954200939626081,0.4699701480538706
100016,2022-09-22,423.3133,0.011558116166618726,0.009361243201290257,0.2634175590186454
100016,2022-09-23,431.9494,0.02040120166316539,0.00992029283732499,1.7318164908496048
100016,2022-09-26,427.1671,-0.011071435682049824,0.010147352726384219,0.8555902036248162
100016,2022-09-27,430.305,0.007345837261343302,0.010214671627645859,1.2433762563189874
100016,2022-09-28,430.5313,0.0005259060433877583,0.010015971439986115,0.6790427033887549
100016,2022-09-29,424.9261,-0.013019262478709326,0.01029839420450483,-0.2194740240431972
100016,2022-09-30,426.9974,0.004874494647422178,0.010329286041175669,0.1105429000570527
100016,2022-10-03,430.3701,0.007898642942556489,0.010313861090868024,0.8923764372753744
100016,2022-10-04,428.3154,-0.00477426289605154,0.01028194624324116,0.2593083069112971
100016,2022-10-05,432.9656,0.010856952610155846,0.009974057759263234,1.685713327535832
100016,2022-10-06,426.8679,-0.014083566916170631,0.010312772381241914,0.5879785674598792
100016,2022-10-07,421.495,-0.012586797929757698,0.010444014532783723,0.4057005003874517
100016,2022-10-10,422.2208,0.0017219658596188125,0.010235412676193913,-0.09811122770842846
100016,2022-10-11,422.5333,0.0007401340720305516,0.010230700420980966,-0.16021835976008653
100016,2022-10-12,420.0881,-0.005786999509861168,0.010220185883332917,-0.7818285277331725
100016,2022-10-13,423.3166,0.007685292680273514,0.010319748453040017,-0.4437933477799815
100016,2022-10-14,425.5227,0.0052114658390434165,0.00997160835604787,0.604106164663186
100016,2022-10-17,428.9765,0.008116605765097873,0.00995287182097672,1.4115875119445431
100016,2022-10-18,428.7321,-0.0005697281785831398,0.009905888936173458,1.042420199964212
100016,2022-10-19,431.2389,0.005847007956716999,0.009945369108638987,1.2436155639278583
100016,2022-10-20,429.769,-0.0034085515012676204,0.009794734301349308,0.4848106757411912
100016,2022-10-21,437.8501,0.018803357152330724,0.010331494585186623,1.2136765457673073
100016,2022-10-24,434.9481,-0.006627839070951436,0.010293704274707266,1.2875179437029358
100016,2022-10-25,443.3278,0.01926597679125397,0.01070547223565954,2.5107561878087816
100016,2022-10-26,443.6931,0.0008239952468580558,0.010707052425528921,2.480700947025293
100016,2022-10-27,438.5694,-0.01154784692392119,0.01023236749306603,3.017134303645479
100016,2022-10-28,444.122,0.012660710026737076,0.010122543077256983,2.907107202887842
100016,2022-10-31,444.8448,0.0016274807372749223,0.01011340961080313,2.7635570356010466
100016,2022-11-01,448.4277,0.00805426971384171,0.010024382983084478,2.611390185071584
100016,2022-11-02,453.5279,0.011373516845636367,0.009739958844510755,4.029955000210605
100016,2022-11-03,455.1164,0.0035025408580156014,0.009598211388892525,3.6453652292914898
100016,2022-11-04,452.9791,-0.004696161245782315,0.00905933385881588,2.396281032872037
100016,2022-11-07,457.1295,0.009162453631966772,0.008831804999149331,3.6703117579653535
100016,2022-11-08,457.3685,0.0005228277763740241,0.008785112006483577,3.2788518180671544
100016,2022-11-09,460.3808,0.00658615536487539,0.008817937589529447,3.6303118123601212
100016,2022-11-10,451.9519,-0.018308539365672893,0.009179727302502513,3.1823429800911125
100016,2022-11-11,453.9711,0.004467732075028152,0.009175784754696685,3.1602531002687466
100016,2022-11-14,451.6546,-0.005102747729976542,0.009198719492165532,2.4044773790268588
100016,2022-11-15,458.5248,0.015211181287647646,0.009437905031395862,3.4640543485460547
100016,2022-11-16,461.2893,0.006029117727111011,0.0093277925806539,3.2310716185302306
100016,2022-11-17,462.5046,0.0026345722738418953,0.008809078288948741,4.425567843562359
100016,2022-11-18,464.7322,0.004816384528932183,0.008326554550241592,5.787996929288302
100016,2022-11-21,460.8957,-0.008255291972452117,0.00858669386341722,4.997802909123985
100016,2022-11-22,467.7825,0.014942209267736928,0.008847546465754795,5.699844084381087
100016,2022-11-23,476.316,0.01824245242179856,0.009068847161289258,6.962828356411824
100016,2022-11-24,478.216,0.003988948513172108,0.009045443399027846,6.764610864285003
100016,2022-11-25,485.221,0.014648192448600605,0.0092468195953962,7.1573096421356
100016,2022-11-28,483.0407,-0.004493416402010619,0.009359243169133684,6.358393882663679
100016,2022-11-29,479.9044,-0.0064928276230139526,0.009520204433308926,5.921673771164316
100016,2022-11-30,480.3253,0.0008770496790611038,0.009526761928411015,5.641548573052581
100016,2022-12-01,482.4201,0.004361211037603008,0.009433590863233891,6.1330900276059435
100016,2022-12-02,480.9949,-0.002954271598550773,0.009078185838882506,5.104985501691254
100016,2022-12-05,483.5309,0.005272405175190009,0.00889307683045503,5.919326399174277
100016,2022-12-06,485.0894,0.0032231652620340334,0.008384764177936698,5.265737424226905
100016,2022-12-07,481.0854,-0.00825414861672924,0.008627762384939376,4.5606569309257905
100016,2022-12-08,483.5409,0.005104083391431091,0.0082022398521134,5.871522715781789
100016,2022-12-09,487.4889,0.008164769515877524,0.008065080478588126,5.676398348820178
100016,2022-12-12,488.4785,0.0020299949393718375,0.008062808791080945,5.704414081879442
100016,2022-12-13,493.7241,0.01073865072874236,0.008133635992457635,5.829378271811628
100016,2022-12-14,488.7036,-0.010168634668633825,0.008339556366240116,4.31857573966952
100016,2022-12-15,490.9778,0.004653536417575044,0.008346845143194776,4.387772239294223
100016,2022-12-16,486.1873,-0.009757060298856701,0.008547393629587313,3.971512348106218
100016,2022-12-19,481.6822,-0.00926618198377449,0.008705118948223256,2.7793488084011546
100016,2022-12-20,479.2566,-0.005035685354368602,0.008791570729596035,2.4174603092870512
100016,2022-12-21,475.5366,-0.007762021430690713,0.008900388102535817,1.5348692241347268
100016,2022-12-22,473.4881,-0.0043077651646582504,0.00818491240465369,2.574180892773931
100016,2022-12-23,472.8386,-0.0013717345800242642,0.008183432826850008,2.1970596190870184
100016,2022-12-26,476.5883,0.00793019013253149,0.008172770157461996,3.0437503829740793
100016,2022-12-27,475.4855,-0.002313946859375249,0.007800825044315147,2.0001020473843605
100016,2022-12-28,469.1246,-0.013377695008575441,0.008185250538030117,0.6515776236581716
100016,2022-12-29,474.1097,0.01062638795748505,0.008381648455147765,1.1408492625696678
100016,2022-12-30,470.8654,-0.006842931076921577,0.008461814221886337,0.400938552909583
100016,2023-01-02,470.8644,-2.123749164861799e-06,0.008300936956873483,0.9348141925264453
100016,2023-01-03,472.9663,0.0044639178498098175,0.007893488676491936,0.2806418198597607
100016,2023-01-04,474.0441,0.002278809293600803,0.0071523076134525874,-0.8713163997902886
100016,2023-01-05,478.8877,0.0102176147746591,0.007363426818350332,-0.398730456195578
100016,2023-01-06,481.1631,0.004751427109111361,0.00689469524534723,-1.185389378074307
100016,2023-01-09,477.7684,-0.007055196044750689,0.006964485807952362,-1.368150519841914
100016,2023-01-10,487.2879,0.0199249259683143,0.007782132575148278,0.5718864743525841
100016,2023-01-11,488.3757,0.0022323558619041783,0.007788098576676251,0.6635325596484122
100016,2023-01-12,487.9931,-0.0007834132615525125,0.007758631878433863,0.31518155839927164
100016,2023-01-13,492.4132,0.009057710037293498,0.007887795195461783,1.1158404472594237
100016,2023-01-16,493.7523,0.0027194640598586783,0.007851707422847918,0.9489186309365375
100016,2023-01-17,495.7495,0.0040449431830495985,0.007862141731801877,1.002967859087684
100016,2023-01-18,507.0277,0.0227497960159313,0.008636669775236033,2.8125679833501014
100016,2023-01-19,506.06,-0.0019085742258262428,0.0086387276433703,2.3823498234036253
100016,2023-01-20,504.9042,-0.00228391890289692,0.008573409279429373,1.7556078997830684
100016,2023-01-23,505.6844,0.001545243632356419,0.008572259652865781,1.7259205130211266
100016,2023-01-24,510.7491,0.010015535381356466,0.008545459074933271,1.6865567988525558
100016,2023-01-25,504.268,-0.012689400725326871,0.008672204481032935,1.5080984438123697
100016,2023-01-26,495.8578,-0.01667803628229425,0.00922607567931238,0.1941162046539971
100016,2023-01-27,493.5515,-0.004651131836587052,0.009078719705528907,0.4948642897999147
100016,2023-01-30,486.7415,-0.013797952189386509,0.0092829304349929,0.22565576694234546
100016,2023-01-31,485.1715,-0.003225531416573224,0.00925228079455791,0.32992840202238943
100016,2023-02-01,487.5779,0.004959895624536914,0.009153927667855288,1.068874074414448
100016,2023-02-02,484.0122,-0.007313087816326336,0.009228732845687032,0.887893151864342
100016,2023-02-03,478.2065,-0.011994945581950245,0.009513327018677506,0.2704473210904521
100016,2023-02-06,478.7459,0.0011279645927020354,0.009408643135904218,-0.10910665930733678
100016,2023-02-07,482.6505,0.008155892301114243,0.009506110012382754,0.4748075195897431
100016,2023-02-08,475.7347,-0.014328794852590088,0.009555591756415452,0.4196807362959203
100016,2023-02-09,479.4358,0.007779756238088131,0.009465384881311826,0.26454305817790885
100016,2023-02-10,483.1532,0.007753697158201511,0.009454553742841649,1.0817868087234521
100016,2023-02-13,487.4872,0.008970239667252411,0.00956621303512,1.5654616848758038
100016,2023-02-14,493.0082,0.011325425570148262,0.00972757248929055,1.9127391346317149
100016,2023-02-15,502.9354,0.020135973397602758,0.010310201119866089,2.721133305458644
100016,2023-02-16,501.6171,-0.002621211392158984,0.010224527200114353,2.0794862201871758
100016,2023-02-17,502.3612,0.001483402380022536,0.0102071580765777,1.9136068170700895
100016,2023-02-20,500.7778,-0.0031519153947398015,0.010118995618651311,2.1343925891108952
100016,2023-02-21,501.045,0.0005335699785413706,0.009510329932138732,1.1920688590130835
100016,2023-02-22,508.1265,0.014133461066371256,0.009808259882848025,1.797917398319319
100016,2023-02-23,502.3938,-0.011282033115769474,0.01007145926158061,1.1993389764237137
100016,2023-02-24,498.8505,-0.007052833852646989,0.010057543995287965,0.3533859876514238
100016,2023-02-27,505.2068,0.012741893613417155,0.01029801688421716,0.8601235018339932
100016,2023-02-28,510.0352,0.009557274367645086,0.010406227128406388,1.1314780746991764
100016,2023-03-01,508.6667,-0.00268314814350068,0.009576066761469673,-0.17579568695696676
100016,2023-03-02,512.7785,0.008083485708814786,0.009675185525143135,0.37248587021082896
100016,2023-03-03,514.5893,0.0035313493057917977,0.009676052554337409,0.6904696475894386
100016,2023-03-06,521.7123,0.013842106705289181,0.009970015837412067,1.322757067967925
100016,2023-03-07,522.3246,0.0011736353541980105,0.009826684378487912,0.8659294296136757
100016,2023-03-08,527.3425,0.009606861327228211,0.009612569338026435,2.1125765023094667
100016,2023-03-09,540.0526,0.024102172686631507,0.00982887051465936,4.261542190109055
100016,2023-03-10,543.1889,0.005807397279450122,0.009736979621673303,4.870122116503217
100016,2023-03-13,543.7057,0.0009514185580743462,0.009204566502800049,5.999729936781618
100016,2023-03-14,547.4632,0.006910907867988314,0.009125889099993343,6.639201073276467
100016,2023-03-15,545.984,-0.0027019167681041623,0.00920710984852565,6.140294142329423
100016,2023-03-16,557.892,0.02181016293517768,0.00952279695282057,7.555021786012881
100016,2023-03-17,559.067,0.002106142407491074,0.008999359534417713,8.823576005131198
100016,2023-03-20,558.0108,-0.0018892190023735989,0.009063759454655049,8.584736802452941
100016,2023-03-21,554.1991,-0.006830871373815661,0.00930276998174765,7.511713131438511
100016,2023-03-22,559.8766,0.010244513208339745,0.008630721385881512,9.60321949102755
100016,2023-03-23,564.466,0.008197163446373557,0.008634893677770487,9.624158220057742
100016,2023-03-24,562.2856,-0.003862765870752072,0.008789102014503948,8.755926189443073
100016,2023-03-27,565.443,0.005615295856767233,0.008759529416755783,8.582819411467732
100016,2023-03-28,558.258,-0.012706851088438498,0.00924592944290295,6.755921511594133
100016,2023-03-29,559.4579,0.0021493646306904868,0.008746107991017115,6.053796148759807
100016,2023-03-30,561.9861,0.0045190174274059025,0.008667965608440208,6.544258640061385
100016,2023-03-31,570.8065,0.015695050108890607,0.008919909435143267,7.202484107504402
100016,2023-04-03,567.2319,-0.00626236736967789,0.00902700939020877,6.934700825365042
100016,2023-04-04,561.1622,-0.01070056179844614,0.009409326569682294,6.021160523419296
100016,2023-04-05,557.0355,-0.007353845287512262,0.00941554072403642,4.809607140917446
100016,2023-04-06,550.7921,-0.011208262310032246,0.009411661056018069,4.815737357450059
100016,2023-04-07,557.6109,0.012379988747115211,0.009356434821463717,5.943179424470811
100016,2023-04-10,565.5706,0.014274649222244307,0.009411192591503399,5.99477998150626
100016,2023-04-11,567.4627,0.0033454709279443495,0.009348553865717946,5.683344428869213
100016,2023-04-12,573.9037,0.011350525770239983,0.009374137761015098,6.4600046751842015
100016,2023-04-13,574.8786,0.0016987170495676995,0.009352391243308378,6.113780985443695
100016,2023-04-14,574.693,-0.0003228507723196383,0.009383480135091665,5.876180263185107
100016,2023-04-17,573.3032,-0.002418334658678689,0.00924796287318066,5.031897791601863
100016,2023-04-18,572.031,-0.002219070118569033,0.009294091462555618,4.813762931868734
100016,2023-04-19,564.5669,-0.013048418704580511,0.00965842831648299,3.390976722642937
